name_full,state,county
"Lander County, Nevada",Nevada,Lander County
"Lincoln County, Nevada",Nevada,Lincoln County
"Lyon County, Nevada",Nevada,Lyon County
"Mineral County, Nevada",Nevada,Mineral County
"Nye County, Nevada",Nevada,Nye County
"Pershing County, Nevada",Nevada,Pershing County
"Storey County, Nevada",Nevada,Storey County
"Washoe County, Nevada",Nevada,Washoe County
"White Pine County, Nevada",Nevada,White Pine County
"Carson City, Nevada",Nevada,Carson City
"Belknap County, New Hampshire",New Hampshire,Belknap County
"Carroll County, New Hampshire",New Hampshire,Carroll County
"Cheshire County, New Hampshire",New Hampshire,Cheshire County
"Coos County, New Hampshire",New Hampshire,Coos County
"Grafton County, New Hampshire",New Hampshire,Grafton County
"Hillsborough County, New Hampshire",New Hampshire,Hillsborough County
"Merrimack County, New Hampshire",New Hampshire,Merrimack County
"Rockingham County, New Hampshire",New Hampshire,Rockingham County
"Strafford County, New Hampshire",New Hampshire,Strafford County
"Sullivan County, New Hampshire",New Hampshire,Sullivan County
"Atlantic County, New Jersey",New Jersey,Atlantic County
"Bergen County, New Jersey",New Jersey,Bergen County
"Burlington County, New Jersey",New Jersey,Burlington County
"Camden County, New Jersey",New Jersey,Camden County
"Cape May County, New Jersey",New Jersey,Cape May County
"Cumberland County, New Jersey",New Jersey,Cumberland County
"Essex County, New Jersey",New Jersey,Essex County
"Gloucester County, New Jersey",New Jersey,Gloucester County
"Hudson County, New Jersey",New Jersey,Hudson County
"Hunterdon County, New Jersey",New Jersey,Hunterdon County
"Mercer County, New Jersey",New Jersey,Mercer County
"Middlesex County, New Jersey",New Jersey,Middlesex County
"Monmouth County, New Jersey",New Jersey,Monmouth County
"Morris County, New Jersey",New Jersey,Morris County
"Ocean County, New Jersey",New Jersey,Ocean County
"Passaic County, New Jersey",New Jersey,Passaic County
"Salem County, New Jersey",New Jersey,Salem County
"Somerset County, New Jersey",New Jersey,Somerset County
"Sussex County, New Jersey",New Jersey,Sussex County
"Union County, New Jersey",New Jersey,Union County
"Warren County, New Jersey",New Jersey,Warren County
"Bernalillo County, New Mexico",New Mexico,Bernalillo County
"Catron County, New Mexico",New Mexico,Catron County
"Chaves County, New Mexico",New Mexico,Chaves County
"Cibola County, New Mexico",New Mexico,Cibola County
"Colfax County, New Mexico",New Mexico,Colfax County
"Curry County, New Mexico",New Mexico,Curry County
"De Baca County, New Mexico",New Mexico,De Baca County
"Doña Ana County, New Mexico",New Mexico,Doña Ana County
"Eddy County, New Mexico",New Mexico,Eddy County
"Grant County, New Mexico",New Mexico,Grant County
"Guadalupe County, New Mexico",New Mexico,Guadalupe County
"Harding County, New Mexico",New Mexico,Harding County
"Hidalgo County, New Mexico",New Mexico,Hidalgo County
"Lea County, New Mexico",New Mexico,Lea County
"Lincoln County, New Mexico",New Mexico,Lincoln County
"Los Alamos County, New Mexico",New Mexico,Los Alamos County
"Luna County, New Mexico",New Mexico,Luna County
"McKinley County, New Mexico",New Mexico,McKinley County
"Mora County, New Mexico",New Mexico,Mora County
"Otero County, New Mexico",New Mexico,Otero County
"Quay County, New Mexico",New Mexico,Quay County
"San Juan County, New Mexico",New Mexico,San Juan County
"Rio Arriba County, New Mexico",New Mexico,Rio Arriba County
"Roosevelt County, New Mexico",New Mexico,Roosevelt County
"Sandoval County, New Mexico",New Mexico,Sandoval County
"San Miguel County, New Mexico",New Mexico,San Miguel County
"Santa Fe County, New Mexico",New Mexico,Santa Fe County
"Sierra County, New Mexico",New Mexico,Sierra County
"Socorro County, New Mexico",New Mexico,Socorro County
"Taos County, New Mexico",New Mexico,Taos County
"Torrance County, New Mexico",New Mexico,Torrance County
"Union County, New Mexico",New Mexico,Union County
"Valencia County, New Mexico",New Mexico,Valencia County
"Albany County, New York",New York,Albany County
"Allegany County, New York",New York,Allegany County
"Bronx County, New York",New York,Bronx County
"Broome County, New York",New York,Broome County
"Cattaraugus County, New York",New York,Cattaraugus County
"Cayuga County, New York",New York,Cayuga County
"Chautauqua County, New York",New York,Chautauqua County
"Chemung County, New York",New York,Chemung County
"Chenango County, New York",New York,Chenango County
"Clinton County, New York",New York,Clinton County
"Columbia County, New York",New York,Columbia County
"Cortland County, New York",New York,Cortland County
"Delaware County, New York",New York,Delaware County
"Dutchess County, New York",New York,Dutchess County
"Erie County, New York",New York,Erie County
"Essex County, New York",New York,Essex County
"Franklin County, New York",New York,Franklin County
"Fulton County, New York",New York,Fulton County
"Genesee County, New York",New York,Genesee County
"Greene County, New York",New York,Greene County
"Hamilton County, New York",New York,Hamilton County
"Herkimer County, New York",New York,Herkimer County
"Jefferson County, New York",New York,Jefferson County
"Kings County, New York",New York,Kings County
"Lewis County, New York",New York,Lewis County
"Livingston County, New York",New York,Livingston County
"Madison County, New York",New York,Madison County
"Monroe County, New York",New York,Monroe County
"Montgomery County, New York",New York,Montgomery County
"Nassau County, New York",New York,Nassau County
"New York County, New York",New York,New York County
"Niagara County, New York",New York,Niagara County
"Oneida County, New York",New York,Oneida County
"Onondaga County, New York",New York,Onondaga County
"Ontario County, New York",New York,Ontario County
"Orange County, New York",New York,Orange County
"Orleans County, New York",New York,Orleans County
"Oswego County, New York",New York,Oswego County
"Otsego County, New York",New York,Otsego County
"Putnam County, New York",New York,Putnam County
"Queens County, New York",New York,Queens County
"Rensselaer County, New York",New York,Rensselaer County
"Richmond County, New York",New York,Richmond County
"Rockland County, New York",New York,Rockland County
"St. Lawrence County, New York",New York,St. Lawrence County
"Saratoga County, New York",New York,Saratoga County
"Schenectady County, New York",New York,Schenectady County
"Schoharie County, New York",New York,Schoharie County
"Schuyler County, New York",New York,Schuyler County
"Seneca County, New York",New York,Seneca County
"Steuben County, New York",New York,Steuben County
"Suffolk County, New York",New York,Suffolk County
"Sullivan County, New York",New York,Sullivan County
"Tioga County, New York",New York,Tioga County
"Tompkins County, New York",New York,Tompkins County
"Ulster County, New York",New York,Ulster County
"Westchester County, New York",New York,Westchester County
"Warren County, New York",New York,Warren County
"Washington County, New York",New York,Washington County
"Wayne County, New York",New York,Wayne County
"Wyoming County, New York",New York,Wyoming County
"Yates County, New York",New York,Yates County
"Alamance County, North Carolina",North Carolina,Alamance County
"Alexander County, North Carolina",North Carolina,Alexander County
"Alleghany County, North Carolina",North Carolina,Alleghany County
"Anson County, North Carolina",North Carolina,Anson County
"Ashe County, North Carolina",North Carolina,Ashe County
"Avery County, North Carolina",North Carolina,Avery County
"Beaufort County, North Carolina",North Carolina,Beaufort County
"Bertie County, North Carolina",North Carolina,Bertie County
"Bladen County, North Carolina",North Carolina,Bladen County
"Brunswick County, North Carolina",North Carolina,Brunswick County
"Buncombe County, North Carolina",North Carolina,Buncombe County
"Burke County, North Carolina",North Carolina,Burke County
"Cabarrus County, North Carolina",North Carolina,Cabarrus County
"Caldwell County, North Carolina",North Carolina,Caldwell County
"Camden County, North Carolina",North Carolina,Camden County
"Carteret County, North Carolina",North Carolina,Carteret County
"Caswell County, North Carolina",North Carolina,Caswell County
"Catawba County, North Carolina",North Carolina,Catawba County
"Chatham County, North Carolina",North Carolina,Chatham County
"Cherokee County, North Carolina",North Carolina,Cherokee County
"Chowan County, North Carolina",North Carolina,Chowan County
"Clay County, North Carolina",North Carolina,Clay County
"Cleveland County, North Carolina",North Carolina,Cleveland County
"Columbus County, North Carolina",North Carolina,Columbus County
"Craven County, North Carolina",North Carolina,Craven County
"Cumberland County, North Carolina",North Carolina,Cumberland County
"Currituck County, North Carolina",North Carolina,Currituck County
"Dare County, North Carolina",North Carolina,Dare County
"Davidson County, North Carolina",North Carolina,Davidson County
"Davie County, North Carolina",North Carolina,Davie County
"Duplin County, North Carolina",North Carolina,Duplin County
"Durham County, North Carolina",North Carolina,Durham County
"Edgecombe County, North Carolina",North Carolina,Edgecombe County
"Forsyth County, North Carolina",North Carolina,Forsyth County
"Franklin County, North Carolina",North Carolina,Franklin County
"Gaston County, North Carolina",North Carolina,Gaston County
"Gates County, North Carolina",North Carolina,Gates County
"Graham County, North Carolina",North Carolina,Graham County
"Granville County, North Carolina",North Carolina,Granville County
"Greene County, North Carolina",North Carolina,Greene County
"Guilford County, North Carolina",North Carolina,Guilford County
"Halifax County, North Carolina",North Carolina,Halifax County
"Harnett County, North Carolina",North Carolina,Harnett County
"Haywood County, North Carolina",North Carolina,Haywood County
"Henderson County, North Carolina",North Carolina,Henderson County
"Hertford County, North Carolina",North Carolina,Hertford County
"Hoke County, North Carolina",North Carolina,Hoke County
"Hyde County, North Carolina",North Carolina,Hyde County
"Iredell County, North Carolina",North Carolina,Iredell County
"Jackson County, North Carolina",North Carolina,Jackson County
"Johnston County, North Carolina",North Carolina,Johnston County
"Jones County, North Carolina",North Carolina,Jones County
"Lee County, North Carolina",North Carolina,Lee County
"Lenoir County, North Carolina",North Carolina,Lenoir County
"Lincoln County, North Carolina",North Carolina,Lincoln County
"McDowell County, North Carolina",North Carolina,McDowell County
"Macon County, North Carolina",North Carolina,Macon County
"Madison County, North Carolina",North Carolina,Madison County
"Martin County, North Carolina",North Carolina,Martin County
"Mecklenburg County, North Carolina",North Carolina,Mecklenburg County
"Nash County, North Carolina",North Carolina,Nash County
"Mitchell County, North Carolina",North Carolina,Mitchell County
"Montgomery County, North Carolina",North Carolina,Montgomery County
"Moore County, North Carolina",North Carolina,Moore County
"New Hanover County, North Carolina",North Carolina,New Hanover County
"Northampton County, North Carolina",North Carolina,Northampton County
"Onslow County, North Carolina",North Carolina,Onslow County
"Orange County, North Carolina",North Carolina,Orange County
"Pamlico County, North Carolina",North Carolina,Pamlico County
"Pasquotank County, North Carolina",North Carolina,Pasquotank County
"Pender County, North Carolina",North Carolina,Pender County
"Perquimans County, North Carolina",North Carolina,Perquimans County
"Person County, North Carolina",North Carolina,Person County
"Pitt County, North Carolina",North Carolina,Pitt County
"Polk County, North Carolina",North Carolina,Polk County
"Randolph County, North Carolina",North Carolina,Randolph County
"Richmond County, North Carolina",North Carolina,Richmond County
"Robeson County, North Carolina",North Carolina,Robeson County
"Rockingham County, North Carolina",North Carolina,Rockingham County
"Rowan County, North Carolina",North Carolina,Rowan County
"Rutherford County, North Carolina",North Carolina,Rutherford County
"Sampson County, North Carolina",North Carolina,Sampson County
"Scotland County, North Carolina",North Carolina,Scotland County
"Stanly County, North Carolina",North Carolina,Stanly County
"Stokes County, North Carolina",North Carolina,Stokes County
"Surry County, North Carolina",North Carolina,Surry County
"Swain County, North Carolina",North Carolina,Swain County
"Transylvania County, North Carolina",North Carolina,Transylvania County
"Tyrrell County, North Carolina",North Carolina,Tyrrell County
"Union County, North Carolina",North Carolina,Union County
"Vance County, North Carolina",North Carolina,Vance County
"Wake County, North Carolina",North Carolina,Wake County
"Warren County, North Carolina",North Carolina,Warren County
"Washington County, North Carolina",North Carolina,Washington County
"Watauga County, North Carolina",North Carolina,Watauga County
"Wayne County, North Carolina",North Carolina,Wayne County
"Wilkes County, North Carolina",North Carolina,Wilkes County
"Wilson County, North Carolina",North Carolina,Wilson County
"Yadkin County, North Carolina",North Carolina,Yadkin County
"Yancey County, North Carolina",North Carolina,Yancey County
"Adams County, North Dakota",North Dakota,Adams County
"Barnes County, North Dakota",North Dakota,Barnes County
"Benson County, North Dakota",North Dakota,Benson County
"Billings County, North Dakota",North Dakota,Billings County
"Bottineau County, North Dakota",North Dakota,Bottineau County
"Bowman County, North Dakota",North Dakota,Bowman County
"Burke County, North Dakota",North Dakota,Burke County
"Burleigh County, North Dakota",North Dakota,Burleigh County
"Cass County, North Dakota",North Dakota,Cass County
"Cavalier County, North Dakota",North Dakota,Cavalier County
"Dickey County, North Dakota",North Dakota,Dickey County
"Divide County, North Dakota",North Dakota,Divide County
"Dunn County, North Dakota",North Dakota,Dunn County
"Eddy County, North Dakota",North Dakota,Eddy County
"Emmons County, North Dakota",North Dakota,Emmons County
"Foster County, North Dakota",North Dakota,Foster County
"Golden Valley County, North Dakota",North Dakota,Golden Valley County
"Grand Forks County, North Dakota",North Dakota,Grand Forks County
"Grant County, North Dakota",North Dakota,Grant County
"Griggs County, North Dakota",North Dakota,Griggs County
"Hettinger County, North Dakota",North Dakota,Hettinger County
"Kidder County, North Dakota",North Dakota,Kidder County
"LaMoure County, North Dakota",North Dakota,LaMoure County
"Logan County, North Dakota",North Dakota,Logan County
"McHenry County, North Dakota",North Dakota,McHenry County
"McIntosh County, North Dakota",North Dakota,McIntosh County
"Morton County, North Dakota",North Dakota,Morton County
"McKenzie County, North Dakota",North Dakota,McKenzie County
"McLean County, North Dakota",North Dakota,McLean County
"Mercer County, North Dakota",North Dakota,Mercer County
"Mountrail County, North Dakota",North Dakota,Mountrail County
"Nelson County, North Dakota",North Dakota,Nelson County
"Oliver County, North Dakota",North Dakota,Oliver County
"Pembina County, North Dakota",North Dakota,Pembina County
"Pierce County, North Dakota",North Dakota,Pierce County
"Ramsey County, North Dakota",North Dakota,Ramsey County
"Ransom County, North Dakota",North Dakota,Ransom County
"Renville County, North Dakota",North Dakota,Renville County
"Richland County, North Dakota",North Dakota,Richland County
"Rolette County, North Dakota",North Dakota,Rolette County
"Sargent County, North Dakota",North Dakota,Sargent County
"Sheridan County, North Dakota",North Dakota,Sheridan County
"Sioux County, North Dakota",North Dakota,Sioux County
"Slope County, North Dakota",North Dakota,Slope County
"Stark County, North Dakota",North Dakota,Stark County
"Steele County, North Dakota",North Dakota,Steele County
"Stutsman County, North Dakota",North Dakota,Stutsman County
"Towner County, North Dakota",North Dakota,Towner County
"Traill County, North Dakota",North Dakota,Traill County
"Walsh County, North Dakota",North Dakota,Walsh County
"Ward County, North Dakota",North Dakota,Ward County
"Wells County, North Dakota",North Dakota,Wells County
"Williams County, North Dakota",North Dakota,Williams County
"Adams County, Ohio",Ohio,Adams County
"Allen County, Ohio",Ohio,Allen County
"Ashland County, Ohio",Ohio,Ashland County
"Ashtabula County, Ohio",Ohio,Ashtabula County
"Athens County, Ohio",Ohio,Athens County
"Auglaize County, Ohio",Ohio,Auglaize County
"Belmont County, Ohio",Ohio,Belmont County
"Brown County, Ohio",Ohio,Brown County
"Butler County, Ohio",Ohio,Butler County
"Carroll County, Ohio",Ohio,Carroll County
"Champaign County, Ohio",Ohio,Champaign County
"Clark County, Ohio",Ohio,Clark County
"Clermont County, Ohio",Ohio,Clermont County
"Clinton County, Ohio",Ohio,Clinton County
"Columbiana County, Ohio",Ohio,Columbiana County
"Coshocton County, Ohio",Ohio,Coshocton County
"Crawford County, Ohio",Ohio,Crawford County
"Cuyahoga County, Ohio",Ohio,Cuyahoga County
"Darke County, Ohio",Ohio,Darke County
"Defiance County, Ohio",Ohio,Defiance County
"Delaware County, Ohio",Ohio,Delaware County
"Erie County, Ohio",Ohio,Erie County
"Fairfield County, Ohio",Ohio,Fairfield County
"Fayette County, Ohio",Ohio,Fayette County
"Franklin County, Ohio",Ohio,Franklin County
"Fulton County, Ohio",Ohio,Fulton County
"Gallia County, Ohio",Ohio,Gallia County
"Geauga County, Ohio",Ohio,Geauga County
"Greene County, Ohio",Ohio,Greene County
"Guernsey County, Ohio",Ohio,Guernsey County
"Hamilton County, Ohio",Ohio,Hamilton County
"Hancock County, Ohio",Ohio,Hancock County
"Hardin County, Ohio",Ohio,Hardin County
"Harrison County, Ohio",Ohio,Harrison County
"Henry County, Ohio",Ohio,Henry County
"Highland County, Ohio",Ohio,Highland County
"Hocking County, Ohio",Ohio,Hocking County
"Holmes County, Ohio",Ohio,Holmes County
"Huron County, Ohio",Ohio,Huron County
"Jackson County, Ohio",Ohio,Jackson County
"Jefferson County, Ohio",Ohio,Jefferson County
"Knox County, Ohio",Ohio,Knox County
"Lake County, Ohio",Ohio,Lake County
"Lorain County, Ohio",Ohio,Lorain County
"Lawrence County, Ohio",Ohio,Lawrence County
"Licking County, Ohio",Ohio,Licking County
"Logan County, Ohio",Ohio,Logan County
"Lucas County, Ohio",Ohio,Lucas County
"Madison County, Ohio",Ohio,Madison County
"Mahoning County, Ohio",Ohio,Mahoning County
"Marion County, Ohio",Ohio,Marion County
"Medina County, Ohio",Ohio,Medina County
"Meigs County, Ohio",Ohio,Meigs County
"Mercer County, Ohio",Ohio,Mercer County
"Miami County, Ohio",Ohio,Miami County
"Monroe County, Ohio",Ohio,Monroe County
"Montgomery County, Ohio",Ohio,Montgomery County
"Morgan County, Ohio",Ohio,Morgan County
"Morrow County, Ohio",Ohio,Morrow County
"Muskingum County, Ohio",Ohio,Muskingum County
"Noble County, Ohio",Ohio,Noble County
"Ottawa County, Ohio",Ohio,Ottawa County
"Paulding County, Ohio",Ohio,Paulding County
"Perry County, Ohio",Ohio,Perry County
"Pickaway County, Ohio",Ohio,Pickaway County
"Pike County, Ohio",Ohio,Pike County
"Portage County, Ohio",Ohio,Portage County
"Preble County, Ohio",Ohio,Preble County
"Putnam County, Ohio",Ohio,Putnam County
"Richland County, Ohio",Ohio,Richland County
"Ross County, Ohio",Ohio,Ross County
"Sandusky County, Ohio",Ohio,Sandusky County
"Scioto County, Ohio",Ohio,Scioto County
"Seneca County, Ohio",Ohio,Seneca County
"Shelby County, Ohio",Ohio,Shelby County
"Stark County, Ohio",Ohio,Stark County
"Summit County, Ohio",Ohio,Summit County
"Trumbull County, Ohio",Ohio,Trumbull County
"Tuscarawas County, Ohio",Ohio,Tuscarawas County
"Union County, Ohio",Ohio,Union County
"Van Wert County, Ohio",Ohio,Van Wert County
"Vinton County, Ohio",Ohio,Vinton County
"Warren County, Ohio",Ohio,Warren County
"Washington County, Ohio",Ohio,Washington County
"Wayne County, Ohio",Ohio,Wayne County
"Williams County, Ohio",Ohio,Williams County
"Wood County, Ohio",Ohio,Wood County
"Wyandot County, Ohio",Ohio,Wyandot County
"Adair County, Oklahoma",Oklahoma,Adair County
"Alfalfa County, Oklahoma",Oklahoma,Alfalfa County
"Atoka County, Oklahoma",Oklahoma,Atoka County
"Beaver County, Oklahoma",Oklahoma,Beaver County
"Beckham County, Oklahoma",Oklahoma,Beckham County
"Blaine County, Oklahoma",Oklahoma,Blaine County
"Bryan County, Oklahoma",Oklahoma,Bryan County
"Caddo County, Oklahoma",Oklahoma,Caddo County
"Canadian County, Oklahoma",Oklahoma,Canadian County
"Carter County, Oklahoma",Oklahoma,Carter County
"Cherokee County, Oklahoma",Oklahoma,Cherokee County
"Choctaw County, Oklahoma",Oklahoma,Choctaw County
"Cimarron County, Oklahoma",Oklahoma,Cimarron County
"Cleveland County, Oklahoma",Oklahoma,Cleveland County
"Coal County, Oklahoma",Oklahoma,Coal County
"Comanche County, Oklahoma",Oklahoma,Comanche County
"Cotton County, Oklahoma",Oklahoma,Cotton County
"Craig County, Oklahoma",Oklahoma,Craig County
"Creek County, Oklahoma",Oklahoma,Creek County
"Custer County, Oklahoma",Oklahoma,Custer County
"Delaware County, Oklahoma",Oklahoma,Delaware County
"Dewey County, Oklahoma",Oklahoma,Dewey County
"Ellis County, Oklahoma",Oklahoma,Ellis County
"Garfield County, Oklahoma",Oklahoma,Garfield County
"Garvin County, Oklahoma",Oklahoma,Garvin County
"Grady County, Oklahoma",Oklahoma,Grady County
"Harper County, Oklahoma",Oklahoma,Harper County
"Grant County, Oklahoma",Oklahoma,Grant County
"Greer County, Oklahoma",Oklahoma,Greer County
"Harmon County, Oklahoma",Oklahoma,Harmon County
"Haskell County, Oklahoma",Oklahoma,Haskell County
"Hughes County, Oklahoma",Oklahoma,Hughes County
"Jackson County, Oklahoma",Oklahoma,Jackson County
"Jefferson County, Oklahoma",Oklahoma,Jefferson County
"Johnston County, Oklahoma",Oklahoma,Johnston County
"Kay County, Oklahoma",Oklahoma,Kay County
"Kingfisher County, Oklahoma",Oklahoma,Kingfisher County
"Kiowa County, Oklahoma",Oklahoma,Kiowa County
"Latimer County, Oklahoma",Oklahoma,Latimer County
"Le Flore County, Oklahoma",Oklahoma,Le Flore County
"Lincoln County, Oklahoma",Oklahoma,Lincoln County
"Logan County, Oklahoma",Oklahoma,Logan County
"Love County, Oklahoma",Oklahoma,Love County
"McClain County, Oklahoma",Oklahoma,McClain County
"McCurtain County, Oklahoma",Oklahoma,McCurtain County
"McIntosh County, Oklahoma",Oklahoma,McIntosh County
"Major County, Oklahoma",Oklahoma,Major County
"Marshall County, Oklahoma",Oklahoma,Marshall County
"Mayes County, Oklahoma",Oklahoma,Mayes County
"Murray County, Oklahoma",Oklahoma,Murray County
"Muskogee County, Oklahoma",Oklahoma,Muskogee County
"Noble County, Oklahoma",Oklahoma,Noble County
"Nowata County, Oklahoma",Oklahoma,Nowata County
"Okfuskee County, Oklahoma",Oklahoma,Okfuskee County
"Oklahoma County, Oklahoma",Oklahoma,Oklahoma County
"Okmulgee County, Oklahoma",Oklahoma,Okmulgee County
"Osage County, Oklahoma",Oklahoma,Osage County
"Ottawa County, Oklahoma",Oklahoma,Ottawa County
"Pawnee County, Oklahoma",Oklahoma,Pawnee County
"Payne County, Oklahoma",Oklahoma,Payne County
"Pittsburg County, Oklahoma",Oklahoma,Pittsburg County
"Pontotoc County, Oklahoma",Oklahoma,Pontotoc County
"Pottawatomie County, Oklahoma",Oklahoma,Pottawatomie County
"Pushmataha County, Oklahoma",Oklahoma,Pushmataha County
"Roger Mills County, Oklahoma",Oklahoma,Roger Mills County
"Rogers County, Oklahoma",Oklahoma,Rogers County
"Seminole County, Oklahoma",Oklahoma,Seminole County
"Sequoyah County, Oklahoma",Oklahoma,Sequoyah County
"Stephens County, Oklahoma",Oklahoma,Stephens County
"Texas County, Oklahoma",Oklahoma,Texas County
"Tillman County, Oklahoma",Oklahoma,Tillman County
"Tulsa County, Oklahoma",Oklahoma,Tulsa County
"Wagoner County, Oklahoma",Oklahoma,Wagoner County
"Washington County, Oklahoma",Oklahoma,Washington County
"Washita County, Oklahoma",Oklahoma,Washita County
"Woods County, Oklahoma",Oklahoma,Woods County
"Woodward County, Oklahoma",Oklahoma,Woodward County
"Baker County, Oregon",Oregon,Baker County
"Benton County, Oregon",Oregon,Benton County
"Clackamas County, Oregon",Oregon,Clackamas County
"Clatsop County, Oregon",Oregon,Clatsop County
"Columbia County, Oregon",Oregon,Columbia County
"Coos County, Oregon",Oregon,Coos County
"Crook County, Oregon",Oregon,Crook County
"Curry County, Oregon",Oregon,Curry County
"Deschutes County, Oregon",Oregon,Deschutes County
"Douglas County, Oregon",Oregon,Douglas County
"Gilliam County, Oregon",Oregon,Gilliam County
"Grant County, Oregon",Oregon,Grant County
"Harney County, Oregon",Oregon,Harney County
"Hood River County, Oregon",Oregon,Hood River County
"Jackson County, Oregon",Oregon,Jackson County
"Jefferson County, Oregon",Oregon,Jefferson County
"Josephine County, Oregon",Oregon,Josephine County
"Klamath County, Oregon",Oregon,Klamath County
"Linn County, Oregon",Oregon,Linn County
"Lake County, Oregon",Oregon,Lake County
"Lane County, Oregon",Oregon,Lane County
"Lincoln County, Oregon",Oregon,Lincoln County
"Malheur County, Oregon",Oregon,Malheur County
"Marion County, Oregon",Oregon,Marion County
"Morrow County, Oregon",Oregon,Morrow County
"Multnomah County, Oregon",Oregon,Multnomah County
"Polk County, Oregon",Oregon,Polk County
"Sherman County, Oregon",Oregon,Sherman County
"Tillamook County, Oregon",Oregon,Tillamook County
"Umatilla County, Oregon",Oregon,Umatilla County
"Union County, Oregon",Oregon,Union County
"Wallowa County, Oregon",Oregon,Wallowa County
"Wasco County, Oregon",Oregon,Wasco County
"Washington County, Oregon",Oregon,Washington County
"Wheeler County, Oregon",Oregon,Wheeler County
"Yamhill County, Oregon",Oregon,Yamhill County
"Adams County, Pennsylvania",Pennsylvania,Adams County
"Allegheny County, Pennsylvania",Pennsylvania,Allegheny County
"Armstrong County, Pennsylvania",Pennsylvania,Armstrong County
"Beaver County, Pennsylvania",Pennsylvania,Beaver County
"Bedford County, Pennsylvania",Pennsylvania,Bedford County
"Berks County, Pennsylvania",Pennsylvania,Berks County
"Blair County, Pennsylvania",Pennsylvania,Blair County
"Bradford County, Pennsylvania",Pennsylvania,Bradford County
"Bucks County, Pennsylvania",Pennsylvania,Bucks County
"Butler County, Pennsylvania",Pennsylvania,Butler County
"Cambria County, Pennsylvania",Pennsylvania,Cambria County
"Cameron County, Pennsylvania",Pennsylvania,Cameron County
"Carbon County, Pennsylvania",Pennsylvania,Carbon County
"Centre County, Pennsylvania",Pennsylvania,Centre County
"Chester County, Pennsylvania",Pennsylvania,Chester County
"Clarion County, Pennsylvania",Pennsylvania,Clarion County
"Clearfield County, Pennsylvania",Pennsylvania,Clearfield County
"Clinton County, Pennsylvania",Pennsylvania,Clinton County
"Columbia County, Pennsylvania",Pennsylvania,Columbia County
"Crawford County, Pennsylvania",Pennsylvania,Crawford County
"Cumberland County, Pennsylvania",Pennsylvania,Cumberland County
"Dauphin County, Pennsylvania",Pennsylvania,Dauphin County
"Delaware County, Pennsylvania",Pennsylvania,Delaware County
"Elk County, Pennsylvania",Pennsylvania,Elk County
"Erie County, Pennsylvania",Pennsylvania,Erie County
"Fayette County, Pennsylvania",Pennsylvania,Fayette County
"Forest County, Pennsylvania",Pennsylvania,Forest County
"Franklin County, Pennsylvania",Pennsylvania,Franklin County
"Fulton County, Pennsylvania",Pennsylvania,Fulton County
"Greene County, Pennsylvania",Pennsylvania,Greene County
"Huntingdon County, Pennsylvania",Pennsylvania,Huntingdon County
"Indiana County, Pennsylvania",Pennsylvania,Indiana County
"Jefferson County, Pennsylvania",Pennsylvania,Jefferson County
"Juniata County, Pennsylvania",Pennsylvania,Juniata County
"Lackawanna County, Pennsylvania",Pennsylvania,Lackawanna County
"Lancaster County, Pennsylvania",Pennsylvania,Lancaster County
"Lawrence County, Pennsylvania",Pennsylvania,Lawrence County
"Lebanon County, Pennsylvania",Pennsylvania,Lebanon County
"Lehigh County, Pennsylvania",Pennsylvania,Lehigh County
"Luzerne County, Pennsylvania",Pennsylvania,Luzerne County
"Lycoming County, Pennsylvania",Pennsylvania,Lycoming County
"McKean County, Pennsylvania",Pennsylvania,McKean County
"Mercer County, Pennsylvania",Pennsylvania,Mercer County
"Mifflin County, Pennsylvania",Pennsylvania,Mifflin County
"Monroe County, Pennsylvania",Pennsylvania,Monroe County
"Montgomery County, Pennsylvania",Pennsylvania,Montgomery County
"Montour County, Pennsylvania",Pennsylvania,Montour County
"Northampton County, Pennsylvania",Pennsylvania,Northampton County
"Northumberland County, Pennsylvania",Pennsylvania,Northumberland County
"Potter County, Pennsylvania",Pennsylvania,Potter County
"Perry County, Pennsylvania",Pennsylvania,Perry County
"Philadelphia County, Pennsylvania",Pennsylvania,Philadelphia County
"Pike County, Pennsylvania",Pennsylvania,Pike County
"Schuylkill County, Pennsylvania",Pennsylvania,Schuylkill County
"Snyder County, Pennsylvania",Pennsylvania,Snyder County
"Somerset County, Pennsylvania",Pennsylvania,Somerset County
"Sullivan County, Pennsylvania",Pennsylvania,Sullivan County
"Susquehanna County, Pennsylvania",Pennsylvania,Susquehanna County
"Tioga County, Pennsylvania",Pennsylvania,Tioga County
"Union County, Pennsylvania",Pennsylvania,Union County
"Venango County, Pennsylvania",Pennsylvania,Venango County
"Warren County, Pennsylvania",Pennsylvania,Warren County
"Washington County, Pennsylvania",Pennsylvania,Washington County
"Wayne County, Pennsylvania",Pennsylvania,Wayne County
"Westmoreland County, Pennsylvania",Pennsylvania,Westmoreland County
"Wyoming County, Pennsylvania",Pennsylvania,Wyoming County
"York County, Pennsylvania",Pennsylvania,York County
"Bristol County, Rhode Island",Rhode Island,Bristol County
"Kent County, Rhode Island",Rhode Island,Kent County
"Newport County, Rhode Island",Rhode Island,Newport County
"Providence County, Rhode Island",Rhode Island,Providence County
"Washington County, Rhode Island",Rhode Island,Washington County
"Abbeville County, South Carolina",South Carolina,Abbeville County
"Aiken County, South Carolina",South Carolina,Aiken County
"Allendale County, South Carolina",South Carolina,Allendale County
